"feature","method","group1","group2","p_values","adj_method","p_adjust"
"ko05222","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00480762105621496,"BH",0.0452119292943344
"ko05416","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00474063175965777,"BH",0.0452119292943344
"ko00260","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.256531770549618,"BH",0.345605301990457
"ko00190","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.832973294240748,"BH",0.855094854212204
"ko03440","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.041369188437364,"BH",0.0972802734163468
"ko00750","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.203679086717086,"BH",0.291614338177968
"ko00950","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.829014392427449,"BH",0.855094854212204
"ko00592","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0503475334891262,"BH",0.11291816759411
"ko00591","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.000768063633595464,"BH",0.0368815120627325
"ko00590","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.524101662152793,"BH",0.592861355438144
"ko00061","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0753647583616375,"BH",0.1482926625075
"ko03070","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.145390756227265,"BH",0.233265111580778
"ko00253","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0473578264193461,"BH",0.10745518509185
"ko03060","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0276488490119476,"BH",0.0801888889790311
"ko00380","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0584021178174314,"BH",0.122486603854937
"ko00500","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00774085601943519,"BH",0.0487859515271536
"ko05120","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.369966032564952,"BH",0.457782150552944
"ko04964","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0154337559900359,"BH",0.0595952745909682
"ko04962","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.581697003025005,"BH",0.644852677639149
"ko00625","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00149701382564711,"BH",0.0368815120627325
"ko00624","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.454840556838526,"BH",0.544685605102926
"ko00627","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00625050019695065,"BH",0.0472578874412031
"ko00626","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.018427966863055,"BH",0.0627197468672398
"ko00621","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00937781343491587,"BH",0.0491701569290183
"ko00620","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0141543180293017,"BH",0.0572070353684275
"ko00623","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.466133601263962,"BH",0.545538044132114
"ko00622","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00744491931452738,"BH",0.0487859515271536
"ko00270","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0772402231234198,"BH",0.149100530208392
"ko00940","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.208913570630883,"BH",0.298009063988171
"ko00941","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.456351933386025,"BH",0.544814000473162
"ko01053","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.916474998548143,"BH",0.918843150999172
"ko00100","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00545606795019922,"BH",0.0454489886450879
"ko05016","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.104182327174152,"BH",0.18457873490215
"ko00071","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0199276675985279,"BH",0.0666546123123174
"ko00072","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00831277960058195,"BH",0.0487859515271536
"ko05219","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.228713595231104,"BH",0.31806765214935
"ko05215","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.555719242702557,"BH",0.623176491816741
"ko05211","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.858983535185721,"BH",0.872475423172931
"ko05210","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00472845540738266,"BH",0.0452119292943344
"ko01055","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0134655645381433,"BH",0.0549962004294695
"ko04910","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.236716089095124,"BH",0.325694477194709
"ko00531","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.536810784409377,"BH",0.605472628926855
"ko00360","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.816486398998513,"BH",0.844791260830462
"ko00633","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.666540476624081,"BH",0.716392534432531
"ko00630","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.324701804695546,"BH",0.423774676329147
"ko00363","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.000757214967853853,"BH",0.0368815120627325
"ko00364","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.370473183694908,"BH",0.457782150552944
"ko04115","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00473283205020941,"BH",0.0452119292943344
"ko00121","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0558477285306492,"BH",0.11924602028837
"ko04914","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.560112291051569,"BH",0.625860005853242
"ko00430","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00760886936509603,"BH",0.0487859515271536
"ko02010","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0164343075015628,"BH",0.0607286791486322
"ko00130","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.396912310983487,"BH",0.488895164005057
"ko03050","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.493732034572169,"BH",0.566769317792904
"ko00361","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.787009407393367,"BH",0.823071833069073
"ko00040","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0435833680344879,"BH",0.101259561660966
"ko00730","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0280136214851356,"BH",0.0801888889790311
"ko00362","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0086683619541293,"BH",0.0489740750371717
"ko01040","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.148022117669351,"BH",0.236348072657236
"ko00603","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.318631300712748,"BH",0.41766535363698
"ko03018","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.171769016772526,"BH",0.259324429991206
"ko00281","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.163835012087241,"BH",0.252253907499403
"ko00280","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.21055396983339,"BH",0.298347175693448
"ko03013","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00351865330392593,"BH",0.0452119292943344
"ko04626","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.119412874761372,"BH",0.209647943019966
"ko05200","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.846380454546394,"BH",0.864198990431581
"ko00601","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00152088709537041,"BH",0.0368815120627325
"ko00312","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0510296822112385,"BH",0.113140095416917
"ko05020","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.212207779509648,"BH",0.299405885271794
"ko05143","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.815075743361264,"BH",0.844791260830462
"ko00523","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.128608723577211,"BH",0.220642069496184
"ko00520","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0118127042457995,"BH",0.0547369388927148
"ko00521","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.103129464105285,"BH",0.183551523269957
"ko05146","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00269808244737178,"BH",0.0452119292943344
"ko05145","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00465007652185671,"BH",0.0452119292943344
"ko00052","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00512712600245029,"BH",0.0452119292943344
"ko00053","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0508838420140097,"BH",0.113140095416917
"ko00051","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00279987217037816,"BH",0.0452119292943344
"ko00401","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.626894585263856,"BH",0.681330809754554
"ko00400","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.341589427697253,"BH",0.437414844708033
"ko04020","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.170946390463137,"BH",0.259090623045692
"ko00350","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00393331590570164,"BH",0.0452119292943344
"ko00480","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0228838367215635,"BH",0.0703475420221628
"ko00643","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.472166583700843,"BH",0.546867565599783
"ko00642","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.250828472319409,"BH",0.340284780629128
"ko00640","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0377198429384811,"BH",0.0920459060385576
"ko00720","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.62554985961608,"BH",0.681330809754554
"ko00960","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.752741751625958,"BH",0.79581416793153
"ko02020","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0315828334883771,"BH",0.0850495512074663
"ko00120","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0533109906280848,"BH",0.116205979571331
"ko03008","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0539592209919317,"BH",0.116312098582608
"ko05414","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.170594413513337,"BH",0.259090623045692
"ko00290","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.160285519210891,"BH",0.248763125815303
"ko04614","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.427377010224994,"BH",0.517940979283079
"ko03410","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00842437822762704,"BH",0.0487859515271536
"ko05010","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.551016301757514,"BH",0.61969369588961
"ko05012","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00031071911403101,"BH",0.0368815120627325
"ko00980","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.129455722953053,"BH",0.220642069496184
"ko00410","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.183386481288744,"BH",0.269522555833457
"ko00983","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0134235185842387,"BH",0.0549962004294695
"ko05150","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.466352120995867,"BH",0.545538044132114
"ko00791","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.670578775855444,"BH",0.718741892353349
"ko00790","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.4682066203505,"BH",0.545538044132114
"ko00020","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.742886627008536,"BH",0.78754101442435
"ko00710","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.124903933350368,"BH",0.217321641883152
"ko02060","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.151635081779879,"BH",0.240140456043237
"ko00340","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.340303887827152,"BH",0.437211617473295
"ko00785","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.78248546576236,"BH",0.822776045300259
"ko00550","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0313940786396425,"BH",0.0850495512074663
"ko00650","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0147485592452477,"BH",0.0583922549709807
"ko02030","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.128885350506439,"BH",0.220642069496184
"ko03320","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.720041111842112,"BH",0.76541356546504
"ko04612","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.562479520642063,"BH",0.625860005853242
"ko04621","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.813175254196289,"BH",0.844791260830462
"ko04622","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.786880782636023,"BH",0.823071833069073
"ko00910","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.180823796845672,"BH",0.267784859450842
"ko00460","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0873627634500105,"BH",0.162185417313895
"ko00830","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0796726761980528,"BH",0.152280780122387
"ko00780","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.768560623885576,"BH",0.810330223009792
"ko00511","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.303659731226968,"BH",0.399389748190047
"ko00970","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0328517202809167,"BH",0.0867106630543924
"ko00030","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0090879726873102,"BH",0.0489740750371717
"ko04972","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.173245442609547,"BH",0.260539657877924
"ko00230","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0224474945965339,"BH",0.0702389347052836
"ko04122","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0449359130563834,"BH",0.103166474946016
"ko00540","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.075723791042459,"BH",0.1482926625075
"ko05014","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.481394581674693,"BH",0.555896124076729
"ko00660","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.131048033087361,"BH",0.221511058953028
"ko03020","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.028706379867326,"BH",0.0801888889790311
"ko00982","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.129655649085386,"BH",0.220642069496184
"ko03010","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0365682591458782,"BH",0.0898005351177261
"ko00140","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.329795455656598,"BH",0.427961995969097
"ko05100","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.370359108012515,"BH",0.457782150552944
"ko00860","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.189088510094137,"BH",0.275813315475658
"ko05410","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.182393472424898,"BH",0.269082385174374
"ko00330","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.166653154945854,"BH",0.255562571911289
"ko00908","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.337467777278712,"BH",0.435008297621729
"ko04930","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0413166801772834,"BH",0.0972802734163468
"ko03430","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.018144856228411,"BH",0.0623026921825086
"ko00906","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0631917935268253,"BH",0.128368669572818
"ko00900","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.022067226607676,"BH",0.0696104384047017
"ko00903","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0287105046760547,"BH",0.0801888889790311
"ko00471","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0212951133394011,"BH",0.0682851568238646
"ko00472","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.661786513829134,"BH",0.715245591547921
"ko00473","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.00363187983132564,"BH",0.0452119292943344
"ko05111","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.290412075797735,"BH",0.385890018525758
"ko04210","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.32547642666517,"BH",0.423774676329147
"ko00240","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0129878908359883,"BH",0.0549962004294695
"ko04011","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0764875850587125,"BH",0.148385915013902
"ko00944","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.131502846956339,"BH",0.221511058953028
"ko04113","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0391304030868921,"BH",0.094301840979591
"ko04070","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.215126018582236,"BH",0.302423533369231
"ko03420","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0159412964350878,"BH",0.0595952745909682
"ko00770","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.144924945787523,"BH",0.233265111580778
"ko02040","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.186257278205531,"BH",0.272708769599042
"ko00670","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.23076447573423,"BH",0.319773630660291
"ko04920","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.853429467520551,"BH",0.86910927401043
"ko00930","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.886845630145639,"BH",0.896083605459656
"ko04112","ALDEx2_Wilcoxon rank test","Pro-inflammatory","Pro-survival",0.0519243416855017,"BH",0.114245459085332
